"model_id","horizon","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"Gatech-ensemble_prob",2,0.646786135630893,10.9487474916388,1.40340115285673,17.6538461538462,0.634615384615385,0.976923076923077,260
"Gatech-ensemble_prob",3,0.664603346148532,13.4818862876254,1.65527180213432,22.0538461538462,0.446153846153846,0.961538461538462,260
"Google_SAI-FluBoostQR",0,0.801399468775122,6.88718441431757,1.10983191412536,10.6870421245421,0.4375,0.932692307692308,208
"Google_SAI-FluBoostQR",1,0.571501327329575,7.51385949195732,1.00745120896965,11.9171245421245,0.451923076923077,0.961538461538462,208
"Google_SAI-FluBoostQR",2,0.503642990073843,8.30426068044275,1.14917539762584,14.1215659340659,0.548076923076923,0.980769230769231,208
"Google_SAI-FluBoostQR",3,0.422481693197497,8.52155125218984,1.08457582774264,14.2928113553114,0.576923076923077,0.995192307692308,208
"ISU_NiemiLab-GPE",0,1.06834482664812,9.29579770811638,1.16495566665838,11.3653192102048,0.807692307692308,0.974358974358974,156
"ISU_NiemiLab-GPE",1,0.783896833148679,10.3792254456392,1.10554640680444,12.8953378942407,0.75,0.974358974358974,156
"ISU_NiemiLab-GPE",2,0.59558191181369,10.5566345722232,1.06806139961242,14.0838291657829,0.711538461538462,0.980769230769231,156
"ISU_NiemiLab-GPE",3,0.536839253068509,11.38171323577,1.11644777516752,15.2334448628701,0.717948717948718,0.974358974358974,156
"JHUAPL-DMD",0,2.22074009647803,19.8312660059168,1.93488813403929,19.4524593686538,0.971153846153846,1,104
"JHUAPL-DMD",1,1.37412345591429,18.9926956313238,1.5453092729629,19.0541901373558,0.961538461538462,1,104
"JHUAPL-DMD",2,1.04233991626464,18.3725349187189,1.52532060419809,20.0409472690577,0.961538461538462,1,104
"JHUAPL-DMD",3,0.871542868460861,19.6748795200098,1.60894035453173,23.9980145904038,0.961538461538462,1,104
"JHU_CSSE-CSSE_Ensemble",0,0.924084114430072,6.98596973060529,1.29894635488096,10.9820261437909,0.598039215686274,0.980392156862745,102
"JHU_CSSE-CSSE_Ensemble",1,0.67911599178855,7.75110821256039,1.12906767645633,11.2826797385621,0.852941176470588,1,102
"JHU_CSSE-CSSE_Ensemble",2,0.595386378957772,8.86143435464621,1.06829400654531,11.6102941176471,0.92156862745098,1,102
"JHU_CSSE-CSSE_Ensemble",3,0.669959911256558,12.2699961068485,1.02805412028596,12.4754901960784,0.990196078431373,1,102
"LUcompUncertLab-chimera",0,1.27982906833113,10.1858543478261,1.72556223008299,15.46,0.38,0.81,200
"LUcompUncertLab-chimera",1,0.971332480064342,12.3457072463768,1.62065714967991,18.3266666666667,0.3,0.746666666666667,150
"LUcompUncertLab-chimera",2,0.66222730089005,11.7375043478261,1.38145385337053,18.12,0.26,0.82,50
"LosAlamos_NAU-CModel_Flu",0,1.50642710686066,13.8610662625418,2.06995092190699,21.3076923076923,0.442307692307692,0.932692307692308,104
"LosAlamos_NAU-CModel_Flu",1,0.909145828008837,13.0792463210702,1.5271042883585,19.2403846153846,0.480769230769231,0.865384615384615,104
"LosAlamos_NAU-CModel_Flu",2,0.621196150055492,11.4073198369565,1.24479306813861,16.8653846153846,0.442307692307692,0.875,104
"LosAlamos_NAU-CModel_Flu",3,0.491873116142846,11.5479241220736,1.11147818470477,16.9423076923077,0.442307692307692,0.875,104
"MIGHTE-Joint",0,0.946250432347252,7.68717670011148,1.05662802143497,9.85897435897436,0.717948717948718,0.961538461538462,156
"MIGHTE-Joint",1,0.738474399162092,9.16251114827202,0.887682859023695,10.0961538461538,0.782051282051282,0.974358974358974,156
"MIGHTE-Joint",2,0.666025899196313,10.4359698996656,0.792569291872389,9.5,0.717948717948718,0.967948717948718,156
"MIGHTE-Joint",3,0.617116614169681,11.0100390189521,0.864721594764797,10.525641025641,0.737179487179487,0.923076923076923,156
"MIGHTE-Nsemble",0,1.01147707250328,8.73508361204013,1.21069900562645,11.9471153846154,0.605769230769231,0.961538461538462,208
"MIGHTE-Nsemble",1,0.748457782667818,9.75096989966555,0.967554660078213,11.4663461538462,0.6875,0.947115384615385,208
"MIGHTE-Nsemble",2,0.652825577975416,10.8694836956522,0.952907803913728,11.9567307692308,0.6875,0.942307692307692,208
"MIGHTE-Nsemble",3,0.59442513916495,11.2110096153846,0.993189287316022,12.6009615384615,0.701923076923077,0.894230769230769,208
"MOBS-GLEAM_FLUH",0,1.25046166679651,9.2527624057971,1.70512947931147,14.1216102564103,0.312820512820513,0.758974358974359,195
"MOBS-GLEAM_FLUH",1,0.812619390847992,9.28787243924192,1.35911413696434,13.7895743589744,0.261538461538462,0.707692307692308,195
"MOBS-GLEAM_FLUH",2,0.619670592697706,9.20058065105909,1.21484128320671,13.3039076923077,0.235897435897436,0.702564102564103,195
"MOBS-GLEAM_FLUH",3,0.525912548572859,9.06876802229654,1.14887176637923,12.9298820512821,0.235897435897436,0.666666666666667,195
"NEU_ISI-AdaptiveEnsemble",0,0.854611543130151,6.98537419814683,1.25820220048726,11.6393442622951,0.438524590163934,0.868852459016393,244
"NEU_ISI-AdaptiveEnsemble",1,0.61329572982792,7.77037241625089,1.11251081714563,12.6352459016393,0.426229508196721,0.766393442622951,244
"NEU_ISI-AdaptiveEnsemble",2,0.51617055970176,8.42524374176548,1.16662613400966,14.0606060606061,0.368686868686869,0.757575757575758,198
"NEU_ISI-AdaptiveEnsemble",3,0.470210037681832,9.13428695652174,1.18358100949477,15,0.346666666666667,0.713333333333333,150
"NEU_ISI-FluBcast",0,0.85501658447974,6.33763025512037,1.20496540271704,10.0495867768595,0.466942148760331,0.880165289256198,242
"NEU_ISI-FluBcast",1,0.553719383824723,6.31671757096658,1.00947911769182,10.2479338842975,0.495867768595041,0.826446280991736,242
"NEU_ISI-FluBcast",2,0.457409906107521,6.81158102766798,0.993875192687311,10.9090909090909,0.454545454545455,0.752066115702479,242
"NEU_ISI-FluBcast",3,0.409708452080736,7.09816205533597,1.00247670888362,11.3223140495868,0.400826446280992,0.71900826446281,242
"NIH-Flu_ARIMA",0,1.0158764531434,8.91420568561873,1.20187664772653,11.8961538461538,0.238461538461538,0.576923076923077,260
"NIH-Flu_ARIMA",1,0.680654163103694,9.18057190635452,1.08871869093396,13.1269230769231,0.273076923076923,0.673076923076923,260
"NIH-Flu_ARIMA",2,0.49886830547938,8.5100618729097,0.997788501603472,12.6923076923077,0.346153846153846,0.776923076923077,260
"NIH-Flu_ARIMA",3,0.410874386325206,8.40734448160535,0.938068796048243,12.6346153846154,0.376923076923077,0.865384615384615,260
"OHT_JHU-nbxd",0,0.824204103561003,6.76159732441472,1.02293092764675,9.47608974358974,0.634615384615385,0.955128205128205,156
"OHT_JHU-nbxd",1,0.564328435377496,7.54029395206243,0.973619003353918,11.6405128205128,0.608974358974359,0.955128205128205,156
"OHT_JHU-nbxd",2,0.474038810859585,7.90838129877369,1.05015975720776,12.9874358974359,0.532051282051282,0.942307692307692,156
"OHT_JHU-nbxd",3,0.426830015686932,8.73565493311037,1.10037218581856,14.5760256410256,0.480769230769231,0.923076923076923,156
"PSI-PROF",0,0.857924618935723,7.57369968227425,1.04693960043513,10.4366923076923,0.65,0.969230769230769,260
"PSI-PROF",1,0.614819490546063,8.24274550167224,1.00499582221107,12.0356538461538,0.657692307692308,0.961538461538462,260
"PSI-PROF",2,0.511273986336086,8.70295518394649,1.05192933344558,13.2786153846154,0.673076923076923,0.934615384615385,260
"PSI-PROF",3,0.461123441752666,9.37251901337793,1.06796929791068,14.1116538461538,0.703846153846154,0.911538461538462,260
"PSI-PROF_beta",0,0.884148678512332,7.7688512541806,1.01413694862954,10.0855384615385,0.680769230769231,0.973076923076923,260
"PSI-PROF_beta",1,0.642621373826971,8.62653289297659,0.984750384628511,11.9058846153846,0.646153846153846,0.95,260
"PSI-PROF_beta",2,0.523140028659654,8.87886543478261,0.99194434957867,12.5115384615385,0.642307692307692,0.930769230769231,260
"PSI-PROF_beta",3,0.475614252498897,9.68612705685619,1.05828130006693,14.0368461538462,0.580769230769231,0.930769230769231,260
"SigSci-TSENS",0,1.13708671818627,8.99310003534818,1.26760821875489,11.4065040650407,0.91869918699187,1,246
"SigSci-TSENS",1,0.943922076954647,11.4945281018028,1.19763497605069,13.1382113821138,0.955284552845528,1,246
"SigSci-TSENS",2,0.831963256030169,13.058520678685,1.11926460801672,13.0934959349593,0.971544715447154,1,246
"SigSci-TSENS",3,0.781569634445988,14.4268981972428,1.04495958309854,12.8414634146341,0.979674796747967,1,246
"Stevens-ILIForecast",0,3.08320642330857,25.5953344481605,2.77299795699085,26.7211538461538,0.0288461538461538,0.115384615384615,104
"Stevens-ILIForecast",1,2.26035824482035,29.1099665551839,2.50938640415497,30.1923076923077,0.0673076923076923,0.105769230769231,104
"Stevens-ILIForecast",2,1.68750621897229,25.2909364548495,2.3176813934684,26.2307692307692,0.0192307692307692,0.0673076923076923,104
"Stevens-ILIForecast",3,1.33420216314157,24.321889632107,2.07101639398784,25.3365384615385,0.0384615384615385,0.0673076923076923,104
"UGA_CEID-Walk",0,0.90011087702391,7.86693675919732,1.07224689240876,10.6378076923077,0.719230769230769,0.961538461538462,260
"UGA_CEID-Walk",1,0.717933525985915,9.56006167558528,1.08348528795691,12.9630576923077,0.753846153846154,0.976923076923077,260
"UGA_CEID-Walk",2,0.612400028409926,10.3299542959866,1.03858895395415,13.0706615384615,0.834615384615385,1,260
"UGA_CEID-Walk",3,0.553984236737397,11.2614933561873,1.00585144748805,13.4700384615385,0.857692307692308,0.992307692307692,260
"UGA_flucast-Copycat",0,0.801917851846996,7.03761036789298,1.11015134085842,10.9346153846154,0.476923076923077,0.888461538461538,260
"UGA_flucast-Copycat",1,0.563799556218503,7.57067725752508,0.981832506220239,11.8307692307692,0.438461538461538,0.880769230769231,260
"UGA_flucast-Copycat",2,0.421522597085476,7.18509698996656,0.869717511396032,11.0846153846154,0.503846153846154,0.880769230769231,260
"UGA_flucast-Copycat",3,0.362053473147215,7.45106856187291,0.850797177628543,11.4769230769231,0.496153846153846,0.915384615384615,260
"UGA_flucast-INFLAenza",0,0.726121466729207,6.34266301839465,1.03934892025936,10.2461538461538,0.561538461538462,0.961538461538462,260
"UGA_flucast-INFLAenza",1,0.520531170454265,6.96615139632107,0.937494574347845,11.3211538461538,0.538461538461538,0.973076923076923,260
"UGA_flucast-INFLAenza",2,0.419256341932037,7.13819547658863,0.952096158212603,12.1211538461538,0.542307692307692,0.976923076923077,260
"UGA_flucast-INFLAenza",3,0.363594821168303,7.41046536789298,0.941953551650559,12.6115384615385,0.557692307692308,0.980769230769231,260
"UGA_flucast-Scenariocast",0,1.00639515529717,8.75581605351171,1.39400367693885,13.6846153846154,0.615384615384615,0.961538461538462,260
"UGA_flucast-Scenariocast",1,0.701743215244235,9.38892140468228,1.2480049500762,14.9730769230769,0.515384615384615,0.938461538461538,260
"UGA_flucast-Scenariocast",2,0.553159874483795,9.39753344481605,1.21614072840174,15.3576923076923,0.526923076923077,0.911538461538462,260
"UGA_flucast-Scenariocast",3,0.475190767502035,9.70601505016722,1.17117621155708,15.6230769230769,0.507692307692308,0.919230769230769,260
"UGuelph-CompositeCurve",0,0.967389656352375,8.76913461538462,1.09948055203935,11.1490384615385,0.173076923076923,0.423076923076923,208
"UGuelph-CompositeCurve",1,0.681653684392097,9.15996237458194,0.95700464148423,11.4086538461538,0.115384615384615,0.326923076923077,208
"UGuelph-CompositeCurve",2,0.538466791151749,9.58910535117057,0.918085454835909,12.1201923076923,0.168269230769231,0.375,208
"UGuelph-CompositeCurve",3,0.440696897794289,9.37576295986622,0.850238719210307,11.7211538461538,0.197115384615385,0.389423076923077,208
"UI_CompEpi-EpiGen",0,1.54504516802446,12.2316010230179,1.80589146068424,16.2156862745098,0.945098039215686,1,255
"UI_CompEpi-EpiGen",1,1.08310072560709,13.1982250639386,1.57859686423006,17.156862745098,0.96078431372549,1,255
"UI_CompEpi-EpiGen",2,0.894478562148448,13.9552259164535,1.40624664520446,16.1843137254902,0.968627450980392,1,255
"UI_CompEpi-EpiGen",3,0.806212666949453,14.7869820971867,1.26322399416302,15.1921568627451,0.968627450980392,0.996078431372549,255
"UM-DeepOutbreak",0,1.65003729633217,14.2355447314996,1.84891615838598,18.7157518305601,0.817307692307692,1,208
"UM-DeepOutbreak",1,1.29236561092358,16.9713549921234,1.50988985644207,18.3016460018877,0.899038461538462,1,208
"UM-DeepOutbreak",2,1.15092159763103,19.2086351444837,1.70081213818098,21.4860137338535,0.894230769230769,1,208
"UM-DeepOutbreak",3,1.1586376829849,21.8776371460097,1.70090283499302,21.6506636617705,0.961538461538462,1,208
"UMass-AR2",0,0.883406246967746,7.68499070906623,1.24791786578155,12.2386115463508,0.55,0.969230769230769,260
"UMass-AR2",1,0.706420228932705,9.36267675248323,1.11979163220261,13.3282628374761,0.765384615384615,0.992307692307692,260
"UMass-AR2",2,0.665848103143942,11.2017522788977,1.12113856865899,14.1284103445848,0.803846153846154,1,260
"UMass-AR2",3,0.685905909668054,13.8126244311963,1.26807713802316,16.8600565080685,0.792307692307692,1,260
"UMass-flusion",0,0.776497845910148,6.82609954721366,1.0756346781639,10.6294442904064,0.469230769230769,0.953846153846154,260
"UMass-flusion",1,0.530849826829885,7.18817169200756,0.909721763601533,11.0724957018647,0.573076923076923,0.976923076923077,260
"UMass-flusion",2,0.417972718687022,7.20076777671051,0.843975136511233,10.9458382484397,0.661538461538462,0.992307692307692,260
"UMass-flusion",3,0.394081858427563,8.12995938410167,0.878812240066173,11.9637614422037,0.711538461538462,0.992307692307692,260
"UMass-trends_ensemble",0,0.852622009740973,7.47724414715719,1.07820990014175,10.6557692307692,0.515384615384615,0.761538461538461,260
"UMass-trends_ensemble",1,0.577398603122926,7.72535618729097,0.954634576199327,11.5153846153846,0.523076923076923,0.861538461538462,260
"UMass-trends_ensemble",2,0.44658524171354,7.59519983277592,0.879497126542287,11.2134615384615,0.588461538461538,0.942307692307692,260
"UMass-trends_ensemble",3,0.385141170530097,7.85831605351171,0.872529796930736,11.6730769230769,0.653846153846154,0.953846153846154,260
"UNC_IDD-InfluPaint",0,1.10951524613798,8.79914966638815,1.21368942221805,10.9297044808095,0.137254901960784,0.470588235294118,255
"UNC_IDD-InfluPaint",1,0.967093325574227,11.7592113963524,1.30567193655341,14.2220779724632,0.0980392156862745,0.380392156862745,255
"UNC_IDD-InfluPaint",2,0.95571267926378,14.9005201652821,1.52782549824712,17.6630825008545,0.0588235294117647,0.305882352941176,255
"UNC_IDD-InfluPaint",3,0.966389099814168,17.6019682297164,1.70039366500423,20.4045537938401,0.0274509803921569,0.286274509803922,255
"UVAFluX-CESGCN",0,0.99669933376089,8.79340210622208,1.14278361176834,11.335965691163,0.211538461538462,0.496153846153846,260
"UVAFluX-CESGCN",1,0.872080154594299,11.8595636245006,1.18308977254207,14.353308105698,0.130769230769231,0.315384615384615,260
"UVAFluX-CESGCN",2,0.812466645961235,14.3626639252645,1.20761921648804,15.8959145954022,0.0961538461538462,0.180769230769231,260
"UVAFluX-CESGCN",3,0.879933593601559,18.4336479930035,1.39957527324294,19.2471249277775,0.0269230769230769,0.0653846153846154,260
"UVAFluX-Ensemble",0,1.16507542577098,10.0958193979933,1.62580911954404,15.9846153846154,0.823076923076923,0.988461538461539,260
"UVAFluX-Ensemble",1,0.859017468691436,11.3885719063545,1.53718137363292,18.2730769230769,0.876923076923077,0.988461538461539,260
"UVAFluX-Ensemble",2,0.726187673241016,12.2364046822742,1.51667972989617,19.1038461538462,0.853846153846154,0.992307692307692,260
"UVAFluX-Ensemble",3,0.659030690378045,13.3321571906355,1.45879422027918,19.4346153846154,0.861538461538462,0.996153846153846,260
"UVAFluX-OptimWISE",0,0.888051825782311,7.7481872909699,1.23405796842746,12.1653846153846,0.653846153846154,0.942307692307692,260
"UVAFluX-OptimWISE",1,0.589720148124775,7.88507859531773,0.997037622928115,11.9846153846154,0.615384615384615,0.926923076923077,260
"UVAFluX-OptimWISE",2,0.440264977227382,7.46630100334448,0.930980206899834,11.7423076923077,0.561538461538462,0.930769230769231,260
"UVAFluX-OptimWISE",3,0.410548807062413,8.39094314381271,0.938203385129137,12.5615384615385,0.519230769230769,0.884615384615385,260
"VTSanghani-PRIME",0,1.16568691427783,10.0660150501672,1.43897228244966,14.0807692307692,0.673076923076923,0.973076923076923,260
"VTSanghani-PRIME",1,0.772560111991357,10.2840618729097,1.2025131127281,14.4346153846154,0.7,0.976923076923077,260
"VTSanghani-PRIME",2,0.59732171563493,10.1636304347826,1.16238699949203,14.7769230769231,0.726923076923077,0.973076923076923,260
"VTSanghani-PRIME",3,0.518438535507028,10.5083026755853,1.1299294056711,15.0884615384615,0.757692307692308,0.976923076923077,260
"fjordhest-ensemble",0,0.965568776079193,8.30657398097826,1.31636473773611,12.773984375,0.62109375,0.98046875,256
"fjordhest-ensemble",1,0.703728342872388,9.21244527853261,1.21682624659346,14.3758984375,0.6875,0.9765625,256
"fjordhest-ensemble",2,0.578526489254743,9.70071370584239,1.21038470054926,15.1243359375,0.7109375,0.984375,256
"fjordhest-ensemble",3,0.530126294226962,10.7135546705163,1.23379984874936,16.3128125,0.70703125,0.97265625,256
