"model_id","target_end_date","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-FluCAT_Ensemble",2025-05-03,0.876163734025352,29.5377082129768,1.82222234489981,57.019323863429,0,1,1
"CADPH-FluCAT_Ensemble",2025-05-10,0.46239178420301,15.4723037318111,0.689083015399349,19.826927373696,1,1,2
"CADPH-FluCAT_Ensemble",2025-05-17,0.401974008756492,17.3697152775837,0.512376361693214,21.9055461074693,1,1,3
"CADPH-FluCAT_Ensemble",2025-05-24,0.465956379616528,30.6750386485144,0.800345222609211,52.7983012245915,0.5,1,4
"CADPH-FluCAT_Ensemble",2025-05-31,0.474095238356532,29.6240194483183,0.90988282568777,50.2826675739858,0.5,1,4
"CADPH-FluCAT_Ensemble",2025-06-07,0.369683261819001,20.6223171102336,0.838786675853554,29.5460832348943,1,1,3
"CADPH-FluCAT_Ensemble",2025-06-14,0.383831972549853,24.7414736512872,0.950020561408876,30.7424842885775,1,1,2
"CADPH-FluCAT_Ensemble",2025-06-21,0.547466659943731,32.8497568426294,1.4271017704906,43.264128286508,1,1,1
"CEPH-Rtrend_fluH",2025-05-03,0.79192252468469,7.26398260869565,1.22168740509864,12.02,0.44,0.96,52
"CEPH-Rtrend_fluH",2025-05-10,0.649690219864414,8.16350434782609,0.948669657340592,12.38,0.67,0.92,104
"CEPH-Rtrend_fluH",2025-05-17,0.593455275907026,8.51657971014493,0.942343289587711,13.7933333333333,0.613333333333333,0.96,156
"CEPH-Rtrend_fluH",2025-05-24,0.595285750089319,8.8952347826087,1.06756676573604,14.445,0.575,0.96,208
"CEPH-Rtrend_fluH",2025-05-31,0.77065647566959,11.6005173913043,1.63039915041169,19.605,0.47,0.925,208
"CEPH-Rtrend_fluH",2025-06-07,0.645751105082175,10.1070956521739,1.80058126315444,17.7133333333333,0.393333333333333,0.94,156
"CEPH-Rtrend_fluH",2025-06-14,0.727625131508115,12.4645652173913,2.25845045705599,20.8,0.3,0.91,104
"CEPH-Rtrend_fluH",2025-06-21,0.657530148336483,12.7868347826087,1.69404184650757,19.98,0.34,0.86,52
"CFA_Pyrenew-Pyrenew_HE_Flu",2025-05-03,0.781047732018916,7.00413052728955,1.17702499365449,11.1808510638298,0.468085106382979,0.872340425531915,49
"CFA_Pyrenew-Pyrenew_HE_Flu",2025-05-10,0.647932330444807,7.21488630897317,1.02061714720756,11.6914893617021,0.468085106382979,0.936170212765957,98
"CFA_Pyrenew-Pyrenew_HE_Flu",2025-05-17,0.598507286689206,7.09047816836263,0.919800675202673,11.0691489361702,0.425531914893617,0.851063829787234,98
"CFA_Pyrenew-Pyrenew_HE_Flu",2025-05-24,0.597114978617856,7.23551528677151,0.974631154727062,10.968085106383,0.5,0.861702127659574,98
"CFA_Pyrenew-Pyrenew_HE_Flu",2025-05-31,0.654977380548068,7.58241681313598,1.1126796948075,10.7234042553191,0.48936170212766,0.861702127659574,98
"CFA_Pyrenew-Pyrenew_HE_Flu",2025-06-07,0.502177270569458,6.94224551341351,1.18059596002338,10.4787234042553,0.404255319148936,0.914893617021277,49
"CFA_Pyrenew-Pyrenew_H_Flu",2025-05-03,1.02224752190433,9.15726697502313,1.51863913451626,14.4468085106383,0.48936170212766,0.936170212765957,49
"CFA_Pyrenew-Pyrenew_H_Flu",2025-05-10,0.772137480519126,8.80929063367252,1.18700671038912,13.9042553191489,0.542553191489362,0.98936170212766,98
"CFA_Pyrenew-Pyrenew_H_Flu",2025-05-17,0.582343020259373,6.8671637372803,0.88442913627007,10.6914893617021,0.585106382978723,0.98936170212766,98
"CFA_Pyrenew-Pyrenew_H_Flu",2025-05-24,0.642684761453433,7.64806022201665,1.03905431076419,11.5265957446809,0.563829787234043,0.914893617021277,98
"CFA_Pyrenew-Pyrenew_H_Flu",2025-05-31,0.906945806915441,10.534380920444,1.67176107614927,16.1968085106383,0.521276595744681,0.925531914893617,98
"CFA_Pyrenew-Pyrenew_H_Flu",2025-06-07,1.36745976284407,20.6275974560592,3.25861722827453,31.4787234042553,0.468085106382979,0.914893617021277,49
"CMU-TimeSeries",2025-05-03,1.00120791368201,9.09238123126749,1.54648969867474,15.0573566032122,0.66,0.96,52
"CMU-TimeSeries",2025-05-10,0.742803326950538,9.40248158006463,1.11090981958658,14.5952691985093,0.62,0.97,104
"CMU-TimeSeries",2025-05-17,0.589077108347378,8.48930053039845,0.960955798703075,14.0914275212597,0.56,0.96,156
"CMU-TimeSeries",2025-05-24,0.551313843713625,8.19463648736008,1.01334637379565,13.5618969607244,0.5,0.99,208
"CMU-TimeSeries",2025-05-31,0.701524882078438,10.7390746526522,1.46965880263069,17.7627615109882,0.405,0.955,208
"CMU-TimeSeries",2025-06-07,0.514133660774383,8.11021992925052,1.41561298392927,13.9439171180699,0.406666666666667,0.953333333333333,156
"CMU-TimeSeries",2025-06-14,0.516976330972983,8.89613165108843,1.64144890471009,15.1431954167412,0.33,0.9,104
"CMU-TimeSeries",2025-06-21,0.435016089361333,8.4993818194335,1.16979328609989,13.9026434499358,0.46,0.9,52
"CMU-climate_baseline",2025-05-03,2.0310258872581,18.504993115942,3.27921964001934,32.02,0.76,1,52
"CMU-climate_baseline",2025-05-10,1.37491601838731,17.0794911231884,2.15833309556468,27.665,0.72,1,104
"CMU-climate_baseline",2025-05-17,1.09694795067574,15.6012213768116,1.65846649521844,24.0483333333333,0.646666666666667,1,156
"CMU-climate_baseline",2025-05-24,0.954873400959956,14.1484025362319,1.60197964370284,21.43,0.66,1,208
